seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	228336658	228336761	104	*	X04590	57165	228337415	228347527	10113	+	653	upstream	653	GJC2
chr1	228336892	228336947	56	*	X04591	57165	228337415	228347527	10113	+	467	upstream	467	GJC2
chr10	1066472	1066577	106	*	X04848	55853	1068577	1090141	21565	+	1999	upstream	1999	IDI2-AS1
chr10	3183973	3184137	165	*	X04913	100507034	3183793	3190821	7029	+	0	inside	179	PITRM1-AS1
chr10	50122479	50122628	150	*	X05552	474354	50117529	50122280	4752	-	198	upstream	198	LRRC18
chr10	50122893	50123012	120	*	X05553	474354	50117529	50122280	4752	-	612	upstream	612	LRRC18
chr10	74869843	74869848	6	*	X05747	25961	74870210	74891581	21372	+	361	upstream	361	NUDT13
chr10	75530111	75530308	198	*	X05770	170384	75532049	75535976	3928	+	1740	upstream	1740	FUT11
chr10	75530963	75531055	93	*	X05771	170384	75532049	75535976	3928	+	993	upstream	993	FUT11
chr10	75572612	75572731	120	*	X05785	8509	75561669	75571589	9921	-	1022	upstream	1022	NDST2
chr10	103543951	103544101	151	*	X06333	10360	103541082	103543170	2089	-	780	upstream	780	NPM3
chr11	811515	811649	135	*	X06973	619565	811681	811814	134	+	31	upstream	31	SNORA52
chr11	2985785	2985904	120	*	X07114	677833	2985001	2985123	123	-	661	upstream	661	SNORA54
chr11	3692600	3692673	74	*	X07155	57053	3686817	3692614	5798	-	0	overlapStart	0	CHRNA10
chr11	3693285	3693395	111	*	X07156	57053	3686817	3692614	5798	-	670	upstream	670	CHRNA10
chr11	3693920	3694039	120	*	X07157	57053	3686817	3692614	5798	-	1305	upstream	1305	CHRNA10
chr11	6500699	6500835	137	*	X07226	26515	6502677	6505911	3235	+	1841	upstream	1841	TIMM10B
chr11	46395820	46396085	266	*	X07552	100616368	46397952	46398034	83	+	1866	upstream	1866	MIR4688
chr11	46396611	46396825	215	*	X07553	100616368	46397952	46398034	83	+	1126	upstream	1126	MIR4688
chr11	46397350	46397391	42	*	X07554	100616368	46397952	46398034	83	+	560	upstream	560	MIR4688
chr11	46397512	46397840	329	*	X07555	100616368	46397952	46398034	83	+	111	upstream	111	MIR4688
chr11	46397916	46398095	180	*	X07556	100616368	46397952	46398034	83	+	0	includeFeature	0	MIR4688
chr11	57093578	57093691	114	*	X07701	85456	57067103	57092413	25311	-	1164	upstream	1164	TNKS1BP1
chr11	57093806	57094023	218	*	X07702	85456	57067103	57092413	25311	-	1392	upstream	1392	TNKS1BP1
chr11	57094064	57094186	123	*	X07703	85456	57067103	57092413	25311	-	1650	upstream	1650	TNKS1BP1
chr11	57094337	57094471	135	*	X07704	85456	57067103	57092413	25311	-	1923	upstream	1923	TNKS1BP1
chr11	57191322	57191471	150	*	X07732	5553	57154834	57191532	36699	-	0	inside	60	PRG2
chr11	59362284	59362673	390	*	X07796	100422880	59362550	59362631	82	-	0	includeFeature	0	MIR3162
chr11	59362849	59362968	120	*	X07797	100422880	59362550	59362631	82	-	217	upstream	217	MIR3162
chr11	59364137	59364252	116	*	X07798	100422880	59362550	59362631	82	-	1505	upstream	1505	MIR3162
chr11	61111469	61111620	152	*	X07867	1642	61066919	61110047	43129	-	1421	upstream	1421	DDB1
chr11	62342839	62342973	135	*	X07988	1937	62327073	62342401	15329	-	437	upstream	437	EEF1G
chr11	62343729	62343873	145	*	X07989	1937	62327073	62342401	15329	-	1327	upstream	1327	EEF1G
chr11	62359815	62359898	84	*	X07992	64852	62342517	62359109	16593	-	705	upstream	705	TUT1
chr11	62360185	62360438	254	*	X07993	64852	62342517	62359109	16593	-	1075	upstream	1075	TUT1
chr11	62415676	62415810	135	*	X08029	23193	62392298	62414198	21901	-	1477	upstream	1477	GANAB
chr11	62416081	62416229	149	*	X08030	23193	62392298	62414198	21901	-	1882	upstream	1882	GANAB
chr11	62458687	62458811	125	*	X08032	221091	62453874	62457371	3498	-	1315	upstream	1315	LRRN4CL
chr11	62458932	62459051	120	*	X08033	221091	62453874	62457371	3498	-	1560	upstream	1560	LRRN4CL
chr11	62475014	62475163	150	*	X08036	2785	62475066	62476678	1613	+	0	overlapStart	0	GNG3
chr11	63991872	63992096	225	*	X08161	84304	63993730	63997488	3759	+	1633	upstream	1633	NUDT22
chr11	63992149	63992154	6	*	X08162	84304	63993730	63997488	3759	+	1575	upstream	1575	NUDT22
chr11	64083530	64083618	89	*	X08171	25824	64085560	64089295	3736	+	1941	upstream	1941	PRDX5
chr11	64083721	64083870	150	*	X08172	25824	64085560	64089295	3736	+	1689	upstream	1689	PRDX5
chr11	64856211	64856330	120	*	X08253	100130348	64855844	64856542	699	-	0	inside	211	TMEM262
chr11	64878629	64878710	82	*	X08260	7108	64879326	64883707	4382	+	615	upstream	615	TM7SF2
chr11	64886316	64886435	120	*	X08262	741	64883875	64885170	1296	-	1145	upstream	1145	ZNHIT2
chr11	64887666	64887815	150	*	X08263	740	64889655	64894841	5187	+	1839	upstream	1839	MRPL49
chr11	65401878	65401969	92	*	X08405	100616292	65403781	65403840	60	+	1811	upstream	1811	MIR4690
chr11	65402045	65402179	135	*	X08406	100616292	65403781	65403840	60	+	1601	upstream	1601	MIR4690
chr11	65402315	65402464	150	*	X08407	100616292	65403781	65403840	60	+	1316	upstream	1316	MIR4690
chr11	65402597	65402731	135	*	X08408	100616292	65403781	65403840	60	+	1049	upstream	1049	MIR4690
chr11	65402840	65403004	165	*	X08409	100616292	65403781	65403840	60	+	776	upstream	776	MIR4690
chr11	65403291	65403425	135	*	X08410	100616292	65403781	65403840	60	+	355	upstream	355	MIR4690
chr11	65403561	65403749	189	*	X08411	100616292	65403781	65403840	60	+	31	upstream	31	MIR4690
chr11	65403561	65403749	189	*	X08411	6494	65405578	65418391	12814	+	1828	upstream	1828	SIPA1
chr11	65404008	65404025	18	*	X08412	6494	65405578	65418391	12814	+	1552	upstream	1552	SIPA1
chr11	65404116	65404157	42	*	X08413	6494	65405578	65418391	12814	+	1420	upstream	1420	SIPA1
chr11	65414722	65414785	64	*	X08426	100616284	65416663	65416724	62	+	1877	upstream	1877	MIR4489
chr11	65416620	65416651	32	*	X08427	100616284	65416663	65416724	62	+	11	upstream	11	MIR4489
chr11	65836055	65836189	135	*	X08527	55690	65837824	66012218	174395	+	1634	upstream	1634	PACS1
chr11	65836805	65836860	56	*	X08528	55690	65837824	66012218	174395	+	963	upstream	963	PACS1
chr11	66033966	66034280	315	*	X08568	81876	66036056	66044963	8908	+	1775	upstream	1775	RAB1B
chr11	66043712	66043855	144	*	X08577	254263	66045672	66051685	6014	+	1816	upstream	1816	CNIH2
chr11	66043892	66044026	135	*	X08578	254263	66045672	66051685	6014	+	1645	upstream	1645	CNIH2
chr11	66044141	66044228	88	*	X08579	254263	66045672	66051685	6014	+	1443	upstream	1443	CNIH2
chr11	66105146	66105325	180	*	X08580	9610	66099542	66104311	4770	-	834	upstream	834	RIN1
chr11	66105393	66105429	37	*	X08581	9610	66099542	66104311	4770	-	1081	upstream	1081	RIN1
chr11	66105708	66105929	222	*	X08582	9610	66099542	66104311	4770	-	1396	upstream	1396	RIN1
chr11	66609436	66609512	77	*	X08619	9986	66610883	66614003	3121	+	1370	upstream	1370	RCE1
chr11	67055081	67055308	228	*	X08668	338692	67056762	67069955	13194	+	1453	upstream	1453	ANKRD13D
chr11	67069116	67069293	178	*	X08677	54961	67070919	67080078	9160	+	1625	upstream	1625	SSH3
chr11	67069358	67069381	24	*	X08678	54961	67070919	67080078	9160	+	1537	upstream	1537	SSH3
chr11	67069397	67069525	129	*	X08679	54961	67070919	67080078	9160	+	1393	upstream	1393	SSH3
chr11	67069656	67069696	41	*	X08680	54961	67070919	67080078	9160	+	1222	upstream	1222	SSH3
chr11	67069731	67069832	102	*	X08681	54961	67070919	67080078	9160	+	1086	upstream	1086	SSH3
chr11	67800027	67800144	118	*	X08724	100616403	67801364	67801448	85	+	1219	upstream	1219	MIR4691
chr11	75113821	75113927	107	*	X09196	114599	75115465	75115610	146	+	1537	upstream	1537	SNORD15B
chr11	93453806	93453913	108	*	X09296	619383	93454680	93455032	353	+	766	upstream	766	SCARNA9
chr11	93473344	93473386	43	*	X09297	28970	93474793	93496247	21455	+	1406	upstream	1406	C11orf54
chr11	118396044	118396268	225	*	X09489	143941	118398210	118401740	3531	+	1941	upstream	1941	TTC36
chr11	118398090	118398173	84	*	X09490	143941	118398210	118401740	3531	+	36	upstream	36	TTC36
chr12	6665776	6666001	226	*	X09953	25900	6647539	6665249	17711	-	526	upstream	526	IFFO1
chr12	6666212	6666346	135	*	X09954	25900	6647539	6665249	17711	-	962	upstream	962	IFFO1
chr12	6690842	6690976	135	*	X09965	677780	6690639	6690775	137	-	66	upstream	66	SCARNA11
chr12	6692297	6692431	135	*	X09966	677780	6690639	6690775	137	-	1521	upstream	1521	SCARNA11
chr12	6975401	6975664	264	*	X10014	7167	6976584	6980110	3527	+	919	upstream	919	TPI1
chr12	7032550	7032714	165	*	X10030	1822	7033626	7053815	20190	+	911	upstream	911	ATN1
chr12	7050938	7051039	102	*	X10033	113246	7052141	7055165	3025	+	1101	upstream	1101	C12orf57
chr12	7051075	7051168	94	*	X10034	113246	7052141	7055165	3025	+	972	upstream	972	C12orf57
chr12	7054955	7055074	120	*	X10035	5777	7055740	7070479	14740	+	665	upstream	665	PTPN6
chr12	7076900	7077054	155	*	X10051	677777	7076500	7076769	270	-	130	upstream	130	SCARNA12
chr12	7077175	7077324	150	*	X10052	677777	7076500	7076769	270	-	405	upstream	405	SCARNA12
chr12	7078195	7078283	89	*	X10053	677777	7076500	7076769	270	-	1425	upstream	1425	SCARNA12
chr12	7078195	7078283	89	*	X10053	10436	7079944	7105520	25577	+	1660	upstream	1660	EMG1
chr12	49414478	49414962	485	*	X10373	5571	49396055	49412629	16575	-	1848	upstream	1848	PRKAG1
chr12	53901168	53901394	227	*	X10660	8620	53900474	53901422	949	-	0	inside	27	NPFF
chr12	53905873	53905909	37	*	X10661	100652999	53907768	53911392	3625	+	1858	upstream	1858	LOC100652999
chr12	53906323	53906427	105	*	X10662	100652999	53907768	53911392	3625	+	1340	upstream	1340	LOC100652999
chr12	53907118	53907250	133	*	X10663	100652999	53907768	53911392	3625	+	517	upstream	517	LOC100652999
chr12	56113582	56113688	107	*	X10704	5959	56114151	56118526	4376	+	462	upstream	462	RDH5
chr12	58164389	58164613	225	*	X10950	25895	58166383	58176324	9942	+	1769	upstream	1769	EEF1AKMT3
chr12	58219999	58220031	33	*	X10958	407016	58218392	58218475	84	-	1523	upstream	1523	MIR26A2
chr12	100566658	100566883	226	*	X11148	55592	100550175	100567121	16947	-	0	inside	237	GOLGA2P5
chr12	120151420	120151554	135	*	X11668	100302274	120151439	120151529	91	-	0	includeFeature	0	MIR1178
chr12	120594389	120594538	150	*	X11734	100616179	120593238	120593303	66	-	1085	upstream	1085	MIR4498
chr12	120935153	120935242	90	*	X11758	100506668	120928141	120933749	5609	-	1403	upstream	1403	NRAV
chr12	120935438	120935572	135	*	X11759	100506668	120928141	120933749	5609	-	1688	upstream	1688	NRAV
chr12	122233568	122233678	111	*	X11902	54509	122215660	122231594	15935	-	1973	upstream	1973	RHOF
chr12	123463104	123463257	154	*	X11992	51329	123464880	123467460	2581	+	1622	upstream	1622	ARL6IP4
chr12	132513942	132514082	141	*	X12428	677829	132515769	132515905	137	+	1686	upstream	1686	SNORA49
chr13	33084785	33084904	120	*	X12766	116828	33078643	33083532	4890	-	1252	upstream	1252	N4BP2L2-IT2
chr13	49018793	49018849	57	*	X12918	10161	48963707	49018840	55134	-	0	overlapStart	0	LPAR6
chr13	73358026	73358160	135	*	X12965	22894	73329540	73356344	26805	-	1681	upstream	1681	DIS3
chr13	77649038	77649155	118	*	X12974	100874212	77649649	77661911	12263	+	493	upstream	493	MYCBP2-AS1
chr14	21674641	21674775	135	*	X13402	283624	21668238	21675059	6822	-	0	inside	283	LINC00641
chr14	21854047	21854134	88	*	X13418	11198	21819631	21852425	32795	-	1621	upstream	1621	SUPT16H
chr14	21861785	21862039	255	*	X13421	692053	21860310	21860412	103	-	1372	upstream	1372	SNORD9
chr14	21862050	21862169	120	*	X13422	692053	21860310	21860412	103	-	1637	upstream	1637	SNORD9
chr14	21862310	21862429	120	*	X13423	692053	21860310	21860412	103	-	1897	upstream	1897	SNORD9
chr14	23528114	23528559	446	*	X13478	64403	23516270	23526747	10478	-	1366	upstream	1366	CDH24
chr14	23789108	23789171	64	*	X13497	8106	23789397	23795394	5998	+	225	upstream	225	PABPN1
chr14	23789322	23789354	33	*	X13498	8106	23789397	23795394	5998	+	42	upstream	42	PABPN1
chr14	24611965	24612028	64	*	X13526	51016	24608174	24610797	2624	-	1167	upstream	1167	EMC9
chr14	24612390	24612475	86	*	X13527	51016	24608174	24610797	2624	-	1592	upstream	1592	EMC9
chr14	24612660	24612779	120	*	X13528	51016	24608174	24610797	2624	-	1862	upstream	1862	EMC9
chr14	24629185	24629424	240	*	X13541	10379	24629729	24635774	6046	+	304	upstream	304	IRF9
chr14	24629494	24629673	180	*	X13542	10379	24629729	24635774	6046	+	55	upstream	55	IRF9
chr14	65410419	65410529	111	*	X13837	2877	65405870	65409623	3754	-	795	upstream	795	GPX2
chr14	65511403	65511522	120	*	X13845	100616490	65511406	65511487	82	+	0	includeFeature	0	MIR4706
chr14	74182553	74182687	135	*	X14031	9240	74178486	74181128	2643	-	1424	upstream	1424	PNMA1
chr14	74224598	74224769	172	*	X14068	100616158	74225450	74225522	73	+	680	upstream	680	MIR4505
chr14	74225100	74225108	9	*	X14069	100616158	74225450	74225522	73	+	341	upstream	341	MIR4505
chr14	77890324	77890384	61	*	X14156	122945	77860365	77889399	29035	-	924	upstream	924	NOXRED1
chr14	93533615	93533724	110	*	X14418	319085	93533797	93538478	4682	+	72	upstream	72	ITPK1-AS1
chr14	95942025	95942083	59	*	X14500	161176	95883831	95942173	58343	-	0	inside	89	SYNE3
chr14	95942164	95942313	150	*	X14501	161176	95883831	95942173	58343	-	0	overlapStart	0	SYNE3
chr14	95942629	95942763	135	*	X14502	161176	95883831	95942173	58343	-	455	upstream	455	SYNE3
chr15	25319914	25320018	105	*	X14962	100033423	25321075	25321168	94	+	1056	upstream	1056	SNORD116-11
chr15	25321234	25321368	135	*	X14963	100033424	25322197	25322290	94	+	828	upstream	828	SNORD116-12
chr15	25323052	25323073	22	*	X14964	100033425	25324204	25325381	1178	+	1130	upstream	1130	SNORD116-13
chr15	42118350	42118439	90	*	X15205	100137047	42120283	42132428	12146	+	1843	upstream	1843	JMJD7
chr15	42118350	42118439	90	*	X15205	8681	42120283	42140346	20064	+	1843	upstream	1843	JMJD7-PLA2G4B
chr15	44085753	44085902	150	*	X15307	100302254	44085857	44085957	101	-	0	overlapEnd	54	MIR1282
chr15	44086178	44086372	195	*	X15308	100302254	44085857	44085957	101	-	220	upstream	220	MIR1282
chr15	44086788	44086892	105	*	X15309	100302254	44085857	44085957	101	-	830	upstream	830	MIR1282
chr15	44087243	44087362	120	*	X15310	100302254	44085857	44085957	101	-	1285	upstream	1285	MIR1282
chr15	44087639	44087818	180	*	X15311	100302254	44085857	44085957	101	-	1681	upstream	1681	MIR1282
chr15	55666350	55666422	73	*	X15406	693213	55665138	55665232	95	-	1117	upstream	1117	MIR628
chr15	59463699	59463759	61	*	X15461	100313886	59463382	59463461	80	-	237	upstream	237	MIR2116
chr15	59464562	59464583	22	*	X15462	100313886	59463382	59463461	80	-	1100	upstream	1100	MIR2116
chr15	59498466	59498585	120	*	X15477	92483	59499015	59500785	1771	+	429	upstream	429	LDHAL6B
chr15	66639974	66640243	270	*	X15671	692149	66639544	66639680	137	-	293	upstream	293	SCARNA14
chr15	68498479	68498599	121	*	X15757	91860	68483043	68498448	15406	-	30	upstream	30	CALML4
chr15	68498630	68498944	315	*	X15758	91860	68483043	68498448	15406	-	181	upstream	181	CALML4
chr15	68499365	68499634	270	*	X15759	91860	68483043	68498448	15406	-	916	upstream	916	CALML4
chr15	68499676	68499930	255	*	X15760	91860	68483043	68498448	15406	-	1227	upstream	1227	CALML4
chr15	69099628	69099905	278	*	X15787	80035	69096160	69099440	3281	-	187	upstream	187	ANP32A-IT1
chr15	69100335	69100484	150	*	X15788	80035	69096160	69099440	3281	-	894	upstream	894	ANP32A-IT1
chr15	69101220	69101384	165	*	X15789	80035	69096160	69099440	3281	-	1779	upstream	1779	ANP32A-IT1
chr15	70371688	70371867	180	*	X15825	693214	70371711	70371807	97	-	0	includeFeature	0	MIR629
chr15	72490265	72490295	31	*	X15834	196996	72452147	72490136	37990	-	128	upstream	128	GRAMD2A
chr15	72490776	72491023	248	*	X15835	196996	72452147	72490136	37990	-	639	upstream	639	GRAMD2A
chr15	72491444	72491593	150	*	X15836	196996	72452147	72490136	37990	-	1307	upstream	1307	GRAMD2A
chr15	72491759	72491878	120	*	X15837	196996	72452147	72490136	37990	-	1622	upstream	1622	GRAMD2A
chr15	72491909	72491953	45	*	X15838	196996	72452147	72490136	37990	-	1772	upstream	1772	GRAMD2A
chr15	72491997	72492103	107	*	X15839	196996	72452147	72490136	37990	-	1860	upstream	1860	GRAMD2A
chr15	73073459	73073502	44	*	X15883	100287559	73075176	73090540	15365	+	1673	upstream	1673	ADPGK-AS1
chr15	73073608	73073697	90	*	X15884	100287559	73075176	73090540	15365	+	1478	upstream	1478	ADPGK-AS1
chr15	75136571	75136646	76	*	X16031	25989	75128459	75135552	7094	-	1018	upstream	1018	ULK3
